#CAMI Format for Binning
@Version:0.9.0
@SampleID:gsa
@@SEQUENCEID	BINID
RL|S1|C12118	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12130	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12139	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12143	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12146	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12151	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12176	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12178	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12188	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12190	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12197	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C1220	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C1223	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12237	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12256	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12260	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12268	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12269	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12287	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12290	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12294	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12313	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C1232	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12322	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12332	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12343	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12355	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12363	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12382	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12394	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12416	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12419	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12433	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12443	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C1245	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12468	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12472	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12506	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12511	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12517	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12526	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12536	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12550	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12563	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12577	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12591	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12596	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12599	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12611	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12616	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12623	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C1263	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12633	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12636	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12648	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12662	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12668	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12671	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12702	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12719	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12722	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12731	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12734	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12736	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12739	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12750	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12752	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12756	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12757	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12761	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12793	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12797	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C1282	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12823	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12843	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12857	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12908	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12916	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12917	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12922	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12923	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12929	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12935	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12938	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12945	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12961	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12971	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12972	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12976	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12979	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12981	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C12995	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C1300	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13006	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13016	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13019	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13026	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13029	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13047	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13058	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13066	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13070	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13081	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13087	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13101	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13104	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13105	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13108	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13116	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13136	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13141	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13148	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13160	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13167	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C1317	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13173	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13181	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13188	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13191	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13194	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13204	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13207	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13217	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13222	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13229	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13233	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C1324	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13243	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13244	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13248	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
RL|S1|C13252	output/solid_bin/bins/ori_result_0.bin_reclustered_0.bin
