#CAMI Format for Binning
@Version:0.9.0
@SampleID:gsa
@@SEQUENCEID	BINID
RL|S1|C199	output/vamb_depth/bins/106.fna
RL|S1|C3775	output/vamb_depth/bins/106.fna
RL|S1|C5229	output/vamb_depth/bins/106.fna
RL|S1|C3003	output/vamb_depth/bins/106.fna
RL|S1|C4285	output/vamb_depth/bins/106.fna
RL|S1|C2894	output/vamb_depth/bins/106.fna
RL|S1|C12115	output/vamb_depth/bins/106.fna
RL|S1|C16440	output/vamb_depth/bins/106.fna
RL|S1|C4906	output/vamb_depth/bins/106.fna
RL|S1|C16354	output/vamb_depth/bins/106.fna
RL|S1|C4512	output/vamb_depth/bins/106.fna
RL|S1|C8477	output/vamb_depth/bins/106.fna
RL|S1|C16410	output/vamb_depth/bins/106.fna
RL|S1|C7652	output/vamb_depth/bins/10613.fna
RL|S1|C11813	output/vamb_depth/bins/10617.fna
RL|S1|C925	output/vamb_depth/bins/10733.fna
RL|S1|C1059	output/vamb_depth/bins/11029.fna
RL|S1|C10722	output/vamb_depth/bins/11032.fna
RL|S1|C782	output/vamb_depth/bins/11193.fna
RL|S1|C16578	output/vamb_depth/bins/11233.fna
RL|S1|C12834	output/vamb_depth/bins/11284.fna
RL|S1|C4440	output/vamb_depth/bins/11858.fna
RL|S1|C6264	output/vamb_depth/bins/11954.fna
RL|S1|C17161	output/vamb_depth/bins/12017.fna
RL|S1|C16956	output/vamb_depth/bins/12077.fna
RL|S1|C6401	output/vamb_depth/bins/12094.fna
RL|S1|C8054	output/vamb_depth/bins/12150.fna
RL|S1|C771	output/vamb_depth/bins/12170.fna
RL|S1|C13831	output/vamb_depth/bins/12385.fna
RL|S1|C13144	output/vamb_depth/bins/12646.fna
RL|S1|C14343	output/vamb_depth/bins/1267.fna
RL|S1|C590	output/vamb_depth/bins/1267.fna
RL|S1|C16684	output/vamb_depth/bins/1267.fna
RL|S1|C16304	output/vamb_depth/bins/1267.fna
RL|S1|C13172	output/vamb_depth/bins/1267.fna
RL|S1|C14718	output/vamb_depth/bins/1267.fna
RL|S1|C5225	output/vamb_depth/bins/1267.fna
RL|S1|C16232	output/vamb_depth/bins/1267.fna
RL|S1|C2269	output/vamb_depth/bins/1267.fna
RL|S1|C11407	output/vamb_depth/bins/1267.fna
RL|S1|C14780	output/vamb_depth/bins/1267.fna
RL|S1|C3568	output/vamb_depth/bins/1267.fna
RL|S1|C14920	output/vamb_depth/bins/1267.fna
RL|S1|C6851	output/vamb_depth/bins/1267.fna
RL|S1|C18422	output/vamb_depth/bins/1267.fna
RL|S1|C465	output/vamb_depth/bins/1267.fna
RL|S1|C18552	output/vamb_depth/bins/1267.fna
RL|S1|C19138	output/vamb_depth/bins/1267.fna
RL|S1|C18179	output/vamb_depth/bins/1267.fna
RL|S1|C1256	output/vamb_depth/bins/1267.fna
RL|S1|C17045	output/vamb_depth/bins/1267.fna
RL|S1|C3842	output/vamb_depth/bins/1267.fna
RL|S1|C4008	output/vamb_depth/bins/1267.fna
RL|S1|C16943	output/vamb_depth/bins/1267.fna
RL|S1|C11976	output/vamb_depth/bins/1267.fna
RL|S1|C18674	output/vamb_depth/bins/1267.fna
RL|S1|C618	output/vamb_depth/bins/1267.fna
RL|S1|C15576	output/vamb_depth/bins/1267.fna
RL|S1|C6177	output/vamb_depth/bins/1267.fna
RL|S1|C12808	output/vamb_depth/bins/1267.fna
RL|S1|C13738	output/vamb_depth/bins/1267.fna
RL|S1|C11590	output/vamb_depth/bins/1267.fna
RL|S1|C13862	output/vamb_depth/bins/1267.fna
RL|S1|C3797	output/vamb_depth/bins/1267.fna
RL|S1|C106	output/vamb_depth/bins/1267.fna
RL|S1|C235	output/vamb_depth/bins/1267.fna
RL|S1|C13231	output/vamb_depth/bins/1267.fna
RL|S1|C5534	output/vamb_depth/bins/1267.fna
RL|S1|C10122	output/vamb_depth/bins/1267.fna
RL|S1|C4616	output/vamb_depth/bins/1267.fna
RL|S1|C6168	output/vamb_depth/bins/1267.fna
RL|S1|C16371	output/vamb_depth/bins/1267.fna
RL|S1|C8957	output/vamb_depth/bins/1267.fna
RL|S1|C8611	output/vamb_depth/bins/1267.fna
RL|S1|C18580	output/vamb_depth/bins/1267.fna
RL|S1|C14402	output/vamb_depth/bins/1267.fna
RL|S1|C10213	output/vamb_depth/bins/1267.fna
RL|S1|C13149	output/vamb_depth/bins/1267.fna
RL|S1|C14116	output/vamb_depth/bins/1267.fna
RL|S1|C15247	output/vamb_depth/bins/1267.fna
RL|S1|C9307	output/vamb_depth/bins/1267.fna
RL|S1|C10732	output/vamb_depth/bins/1267.fna
RL|S1|C18675	output/vamb_depth/bins/1267.fna
RL|S1|C17992	output/vamb_depth/bins/1267.fna
RL|S1|C8571	output/vamb_depth/bins/1267.fna
RL|S1|C8384	output/vamb_depth/bins/1267.fna
RL|S1|C9479	output/vamb_depth/bins/1267.fna
RL|S1|C11928	output/vamb_depth/bins/1267.fna
RL|S1|C2401	output/vamb_depth/bins/1267.fna
RL|S1|C2541	output/vamb_depth/bins/1267.fna
RL|S1|C2726	output/vamb_depth/bins/1267.fna
RL|S1|C4439	output/vamb_depth/bins/1267.fna
RL|S1|C15757	output/vamb_depth/bins/1267.fna
RL|S1|C13978	output/vamb_depth/bins/1267.fna
RL|S1|C9498	output/vamb_depth/bins/1267.fna
RL|S1|C12645	output/vamb_depth/bins/1267.fna
RL|S1|C3767	output/vamb_depth/bins/1267.fna
RL|S1|C14465	output/vamb_depth/bins/1267.fna
RL|S1|C12201	output/vamb_depth/bins/1267.fna
RL|S1|C7011	output/vamb_depth/bins/1267.fna
RL|S1|C11958	output/vamb_depth/bins/1267.fna
RL|S1|C15607	output/vamb_depth/bins/1267.fna
RL|S1|C12588	output/vamb_depth/bins/1267.fna
RL|S1|C1806	output/vamb_depth/bins/1267.fna
RL|S1|C9624	output/vamb_depth/bins/1267.fna
RL|S1|C3234	output/vamb_depth/bins/1267.fna
RL|S1|C3029	output/vamb_depth/bins/1267.fna
RL|S1|C9038	output/vamb_depth/bins/1267.fna
RL|S1|C13187	output/vamb_depth/bins/1267.fna
RL|S1|C17976	output/vamb_depth/bins/1267.fna
RL|S1|C6643	output/vamb_depth/bins/1267.fna
RL|S1|C18092	output/vamb_depth/bins/1267.fna
RL|S1|C400	output/vamb_depth/bins/1267.fna
RL|S1|C10964	output/vamb_depth/bins/1267.fna
RL|S1|C11469	output/vamb_depth/bins/1267.fna
RL|S1|C13787	output/vamb_depth/bins/1267.fna
RL|S1|C7661	output/vamb_depth/bins/1267.fna
RL|S1|C14018	output/vamb_depth/bins/1267.fna
RL|S1|C19062	output/vamb_depth/bins/1267.fna
RL|S1|C19487	output/vamb_depth/bins/1267.fna
RL|S1|C12417	output/vamb_depth/bins/1267.fna
RL|S1|C2265	output/vamb_depth/bins/1267.fna
RL|S1|C15207	output/vamb_depth/bins/1267.fna
RL|S1|C16728	output/vamb_depth/bins/1267.fna
RL|S1|C9110	output/vamb_depth/bins/1267.fna
RL|S1|C7991	output/vamb_depth/bins/1267.fna
RL|S1|C17912	output/vamb_depth/bins/1267.fna
RL|S1|C10242	output/vamb_depth/bins/1267.fna
RL|S1|C19028	output/vamb_depth/bins/1267.fna
RL|S1|C5450	output/vamb_depth/bins/1267.fna
RL|S1|C9834	output/vamb_depth/bins/1267.fna
RL|S1|C17783	output/vamb_depth/bins/1267.fna
RL|S1|C16393	output/vamb_depth/bins/1267.fna
RL|S1|C14907	output/vamb_depth/bins/1267.fna
RL|S1|C17630	output/vamb_depth/bins/1267.fna
RL|S1|C11870	output/vamb_depth/bins/1267.fna
RL|S1|C1548	output/vamb_depth/bins/1267.fna
RL|S1|C2918	output/vamb_depth/bins/1267.fna
RL|S1|C18610	output/vamb_depth/bins/1267.fna
RL|S1|C6550	output/vamb_depth/bins/1267.fna
RL|S1|C18279	output/vamb_depth/bins/1267.fna
RL|S1|C9932	output/vamb_depth/bins/1267.fna
RL|S1|C1648	output/vamb_depth/bins/1267.fna
RL|S1|C13942	output/vamb_depth/bins/1267.fna
RL|S1|C3477	output/vamb_depth/bins/1267.fna
RL|S1|C3616	output/vamb_depth/bins/1267.fna
RL|S1|C5709	output/vamb_depth/bins/1267.fna
RL|S1|C6234	output/vamb_depth/bins/1267.fna
RL|S1|C13534	output/vamb_depth/bins/1267.fna
RL|S1|C18172	output/vamb_depth/bins/1267.fna
RL|S1|C8722	output/vamb_depth/bins/1267.fna
RL|S1|C4541	output/vamb_depth/bins/1267.fna
RL|S1|C7309	output/vamb_depth/bins/1267.fna
RL|S1|C7072	output/vamb_depth/bins/1267.fna
RL|S1|C8856	output/vamb_depth/bins/1267.fna
RL|S1|C2940	output/vamb_depth/bins/1267.fna
RL|S1|C310	output/vamb_depth/bins/1267.fna
RL|S1|C18105	output/vamb_depth/bins/1267.fna
RL|S1|C6746	output/vamb_depth/bins/1267.fna
RL|S1|C1336	output/vamb_depth/bins/1267.fna
RL|S1|C17722	output/vamb_depth/bins/1267.fna
RL|S1|C13881	output/vamb_depth/bins/1267.fna
RL|S1|C3999	output/vamb_depth/bins/1267.fna
RL|S1|C66	output/vamb_depth/bins/1267.fna
RL|S1|C6970	output/vamb_depth/bins/1267.fna
RL|S1|C588	output/vamb_depth/bins/1267.fna
RL|S1|C8472	output/vamb_depth/bins/1267.fna
RL|S1|C7800	output/vamb_depth/bins/1267.fna
RL|S1|C8807	output/vamb_depth/bins/1267.fna
RL|S1|C14902	output/vamb_depth/bins/1267.fna
RL|S1|C15529	output/vamb_depth/bins/1267.fna
RL|S1|C7394	output/vamb_depth/bins/1267.fna
RL|S1|C4048	output/vamb_depth/bins/1267.fna
RL|S1|C14516	output/vamb_depth/bins/1267.fna
RL|S1|C15040	output/vamb_depth/bins/1267.fna
RL|S1|C6929	output/vamb_depth/bins/1267.fna
RL|S1|C5600	output/vamb_depth/bins/1267.fna
RL|S1|C11072	output/vamb_depth/bins/1267.fna
RL|S1|C6523	output/vamb_depth/bins/1267.fna
RL|S1|C10693	output/vamb_depth/bins/1267.fna
RL|S1|C16721	output/vamb_depth/bins/1267.fna
RL|S1|C13408	output/vamb_depth/bins/1267.fna
RL|S1|C4179	output/vamb_depth/bins/1267.fna
RL|S1|C3075	output/vamb_depth/bins/1267.fna
RL|S1|C10450	output/vamb_depth/bins/1267.fna
RL|S1|C6252	output/vamb_depth/bins/1267.fna
RL|S1|C12455	output/vamb_depth/bins/1267.fna
RL|S1|C261	output/vamb_depth/bins/1267.fna
RL|S1|C4586	output/vamb_depth/bins/1267.fna
RL|S1|C4615	output/vamb_depth/bins/1267.fna
RL|S1|C6712	output/vamb_depth/bins/1267.fna
RL|S1|C17171	output/vamb_depth/bins/1267.fna
RL|S1|C18760	output/vamb_depth/bins/1267.fna
RL|S1|C4992	output/vamb_depth/bins/1267.fna
RL|S1|C19257	output/vamb_depth/bins/1267.fna
RL|S1|C14399	output/vamb_depth/bins/1267.fna
RL|S1|C13314	output/vamb_depth/bins/1267.fna
RL|S1|C16730	output/vamb_depth/bins/1267.fna
RL|S1|C7531	output/vamb_depth/bins/1267.fna
RL|S1|C14670	output/vamb_depth/bins/1267.fna
RL|S1|C11217	output/vamb_depth/bins/1267.fna
RL|S1|C7484	output/vamb_depth/bins/1267.fna
RL|S1|C9127	output/vamb_depth/bins/1267.fna
RL|S1|C6798	output/vamb_depth/bins/1267.fna
RL|S1|C19064	output/vamb_depth/bins/1267.fna
RL|S1|C3373	output/vamb_depth/bins/1267.fna
RL|S1|C4242	output/vamb_depth/bins/1267.fna
RL|S1|C94	output/vamb_depth/bins/1267.fna
RL|S1|C9042	output/vamb_depth/bins/1267.fna
RL|S1|C1351	output/vamb_depth/bins/1267.fna
RL|S1|C16144	output/vamb_depth/bins/1267.fna
RL|S1|C14148	output/vamb_depth/bins/1267.fna
RL|S1|C12254	output/vamb_depth/bins/1267.fna
RL|S1|C12727	output/vamb_depth/bins/1267.fna
RL|S1|C5005	output/vamb_depth/bins/1267.fna
RL|S1|C2008	output/vamb_depth/bins/1267.fna
RL|S1|C7454	output/vamb_depth/bins/1267.fna
RL|S1|C6589	output/vamb_depth/bins/1267.fna
RL|S1|C3348	output/vamb_depth/bins/1267.fna
RL|S1|C11264	output/vamb_depth/bins/1267.fna
RL|S1|C18173	output/vamb_depth/bins/1267.fna
RL|S1|C9627	output/vamb_depth/bins/1267.fna
RL|S1|C5708	output/vamb_depth/bins/1267.fna
RL|S1|C11235	output/vamb_depth/bins/1267.fna
RL|S1|C18217	output/vamb_depth/bins/1267.fna
RL|S1|C4230	output/vamb_depth/bins/1267.fna
RL|S1|C9822	output/vamb_depth/bins/12754.fna
RL|S1|C19483	output/vamb_depth/bins/12755.fna
RL|S1|C15139	output/vamb_depth/bins/12834.fna
RL|S1|C13142	output/vamb_depth/bins/12868.fna
RL|S1|C10351	output/vamb_depth/bins/12891.fna
RL|S1|C8031	output/vamb_depth/bins/12955.fna
RL|S1|C2077	output/vamb_depth/bins/13053.fna
RL|S1|C6718	output/vamb_depth/bins/13115.fna
RL|S1|C5062	output/vamb_depth/bins/13204.fna
RL|S1|C10388	output/vamb_depth/bins/13487.fna
RL|S1|C6223	output/vamb_depth/bins/1364.fna
RL|S1|C15302	output/vamb_depth/bins/1364.fna
RL|S1|C8547	output/vamb_depth/bins/1364.fna
RL|S1|C11613	output/vamb_depth/bins/1364.fna
RL|S1|C10249	output/vamb_depth/bins/1364.fna
RL|S1|C15453	output/vamb_depth/bins/1364.fna
RL|S1|C12813	output/vamb_depth/bins/1364.fna
RL|S1|C5540	output/vamb_depth/bins/1364.fna
RL|S1|C3296	output/vamb_depth/bins/1364.fna
RL|S1|C17437	output/vamb_depth/bins/1364.fna
RL|S1|C17975	output/vamb_depth/bins/1364.fna
RL|S1|C18097	output/vamb_depth/bins/1364.fna
RL|S1|C18814	output/vamb_depth/bins/1364.fna
RL|S1|C2704	output/vamb_depth/bins/1364.fna
RL|S1|C271	output/vamb_depth/bins/1364.fna
RL|S1|C8059	output/vamb_depth/bins/1364.fna
RL|S1|C9323	output/vamb_depth/bins/1364.fna
RL|S1|C18808	output/vamb_depth/bins/1364.fna
RL|S1|C16038	output/vamb_depth/bins/1364.fna
RL|S1|C8790	output/vamb_depth/bins/1364.fna
RL|S1|C2025	output/vamb_depth/bins/1364.fna
RL|S1|C14519	output/vamb_depth/bins/1364.fna
RL|S1|C7334	output/vamb_depth/bins/1364.fna
RL|S1|C7554	output/vamb_depth/bins/1364.fna
RL|S1|C2316	output/vamb_depth/bins/1364.fna
RL|S1|C7221	output/vamb_depth/bins/1364.fna
RL|S1|C2317	output/vamb_depth/bins/1364.fna
RL|S1|C1862	output/vamb_depth/bins/1364.fna
RL|S1|C9863	output/vamb_depth/bins/1364.fna
RL|S1|C6262	output/vamb_depth/bins/1364.fna
RL|S1|C19349	output/vamb_depth/bins/1364.fna
RL|S1|C4713	output/vamb_depth/bins/1364.fna
RL|S1|C13681	output/vamb_depth/bins/1364.fna
RL|S1|C10012	output/vamb_depth/bins/1364.fna
RL|S1|C17442	output/vamb_depth/bins/1364.fna
RL|S1|C13602	output/vamb_depth/bins/1364.fna
RL|S1|C2882	output/vamb_depth/bins/1364.fna
RL|S1|C5818	output/vamb_depth/bins/1364.fna
RL|S1|C19151	output/vamb_depth/bins/1364.fna
RL|S1|C269	output/vamb_depth/bins/1364.fna
RL|S1|C5242	output/vamb_depth/bins/1364.fna
RL|S1|C12566	output/vamb_depth/bins/1364.fna
RL|S1|C18366	output/vamb_depth/bins/1364.fna
RL|S1|C17631	output/vamb_depth/bins/1364.fna
RL|S1|C1264	output/vamb_depth/bins/1364.fna
RL|S1|C3793	output/vamb_depth/bins/1364.fna
RL|S1|C16581	output/vamb_depth/bins/1364.fna
RL|S1|C10818	output/vamb_depth/bins/1364.fna
RL|S1|C12352	output/vamb_depth/bins/1364.fna
RL|S1|C2857	output/vamb_depth/bins/1364.fna
RL|S1|C5957	output/vamb_depth/bins/1364.fna
RL|S1|C7045	output/vamb_depth/bins/1364.fna
RL|S1|C4971	output/vamb_depth/bins/1364.fna
RL|S1|C17989	output/vamb_depth/bins/1364.fna
RL|S1|C10570	output/vamb_depth/bins/1364.fna
RL|S1|C4594	output/vamb_depth/bins/1364.fna
RL|S1|C17450	output/vamb_depth/bins/1364.fna
RL|S1|C15604	output/vamb_depth/bins/1364.fna
RL|S1|C5252	output/vamb_depth/bins/1364.fna
RL|S1|C18367	output/vamb_depth/bins/1364.fna
RL|S1|C2091	output/vamb_depth/bins/1364.fna
RL|S1|C8113	output/vamb_depth/bins/1364.fna
RL|S1|C19115	output/vamb_depth/bins/1364.fna
RL|S1|C17320	output/vamb_depth/bins/1364.fna
RL|S1|C13202	output/vamb_depth/bins/1364.fna
RL|S1|C9904	output/vamb_depth/bins/1364.fna
RL|S1|C6318	output/vamb_depth/bins/1364.fna
RL|S1|C1948	output/vamb_depth/bins/1364.fna
RL|S1|C14664	output/vamb_depth/bins/1364.fna
RL|S1|C2408	output/vamb_depth/bins/1364.fna
RL|S1|C19453	output/vamb_depth/bins/1364.fna
RL|S1|C5454	output/vamb_depth/bins/1364.fna
RL|S1|C8167	output/vamb_depth/bins/1364.fna
RL|S1|C7763	output/vamb_depth/bins/1364.fna
RL|S1|C12841	output/vamb_depth/bins/1364.fna
RL|S1|C6180	output/vamb_depth/bins/1364.fna
RL|S1|C12627	output/vamb_depth/bins/1364.fna
RL|S1|C14723	output/vamb_depth/bins/1364.fna
RL|S1|C15437	output/vamb_depth/bins/1364.fna
RL|S1|C18270	output/vamb_depth/bins/1364.fna
RL|S1|C7345	output/vamb_depth/bins/1364.fna
RL|S1|C8459	output/vamb_depth/bins/1364.fna
RL|S1|C12362	output/vamb_depth/bins/1364.fna
RL|S1|C19444	output/vamb_depth/bins/1364.fna
RL|S1|C1019	output/vamb_depth/bins/1364.fna
RL|S1|C16012	output/vamb_depth/bins/1364.fna
RL|S1|C2691	output/vamb_depth/bins/1364.fna
RL|S1|C10000	output/vamb_depth/bins/1364.fna
RL|S1|C18447	output/vamb_depth/bins/1364.fna
RL|S1|C1346	output/vamb_depth/bins/1364.fna
RL|S1|C5475	output/vamb_depth/bins/1364.fna
RL|S1|C5983	output/vamb_depth/bins/1364.fna
RL|S1|C11994	output/vamb_depth/bins/1364.fna
RL|S1|C7743	output/vamb_depth/bins/1364.fna
RL|S1|C8867	output/vamb_depth/bins/1364.fna
RL|S1|C14364	output/vamb_depth/bins/1364.fna
RL|S1|C12365	output/vamb_depth/bins/1364.fna
RL|S1|C6127	output/vamb_depth/bins/1364.fna
RL|S1|C14541	output/vamb_depth/bins/1364.fna
RL|S1|C18579	output/vamb_depth/bins/1364.fna
RL|S1|C9295	output/vamb_depth/bins/1364.fna
RL|S1|C17985	output/vamb_depth/bins/1364.fna
RL|S1|C7707	output/vamb_depth/bins/1364.fna
RL|S1|C14890	output/vamb_depth/bins/1364.fna
RL|S1|C17867	output/vamb_depth/bins/1364.fna
RL|S1|C18321	output/vamb_depth/bins/1364.fna
RL|S1|C7437	output/vamb_depth/bins/1364.fna
RL|S1|C14322	output/vamb_depth/bins/1364.fna
RL|S1|C2332	output/vamb_depth/bins/1364.fna
RL|S1|C5419	output/vamb_depth/bins/1364.fna
RL|S1|C7114	output/vamb_depth/bins/1364.fna
RL|S1|C9205	output/vamb_depth/bins/1364.fna
RL|S1|C18819	output/vamb_depth/bins/1364.fna
RL|S1|C14871	output/vamb_depth/bins/1364.fna
RL|S1|C19488	output/vamb_depth/bins/1364.fna
RL|S1|C8664	output/vamb_depth/bins/1364.fna
RL|S1|C10459	output/vamb_depth/bins/1364.fna
RL|S1|C3969	output/vamb_depth/bins/1364.fna
RL|S1|C10643	output/vamb_depth/bins/1364.fna
RL|S1|C6113	output/vamb_depth/bins/1364.fna
RL|S1|C10816	output/vamb_depth/bins/1364.fna
RL|S1|C7174	output/vamb_depth/bins/1364.fna
RL|S1|C11166	output/vamb_depth/bins/1364.fna
RL|S1|C13883	output/vamb_depth/bins/1364.fna
RL|S1|C15200	output/vamb_depth/bins/1364.fna
RL|S1|C7588	output/vamb_depth/bins/1364.fna
RL|S1|C8919	output/vamb_depth/bins/1364.fna
RL|S1|C18322	output/vamb_depth/bins/1364.fna
RL|S1|C7301	output/vamb_depth/bins/1364.fna
RL|S1|C1754	output/vamb_depth/bins/1364.fna
RL|S1|C19212	output/vamb_depth/bins/1364.fna
RL|S1|C6683	output/vamb_depth/bins/1364.fna
RL|S1|C13830	output/vamb_depth/bins/1364.fna
RL|S1|C8767	output/vamb_depth/bins/1364.fna
RL|S1|C2333	output/vamb_depth/bins/1364.fna
RL|S1|C10711	output/vamb_depth/bins/1364.fna
RL|S1|C4260	output/vamb_depth/bins/1364.fna
RL|S1|C9111	output/vamb_depth/bins/1364.fna
RL|S1|C2114	output/vamb_depth/bins/1364.fna
RL|S1|C13563	output/vamb_depth/bins/1364.fna
RL|S1|C13791	output/vamb_depth/bins/1364.fna
RL|S1|C1725	output/vamb_depth/bins/1364.fna
RL|S1|C5180	output/vamb_depth/bins/1364.fna
RL|S1|C11083	output/vamb_depth/bins/1364.fna
RL|S1|C13018	output/vamb_depth/bins/1364.fna
RL|S1|C6145	output/vamb_depth/bins/1364.fna
RL|S1|C12315	output/vamb_depth/bins/1364.fna
RL|S1|C14143	output/vamb_depth/bins/1364.fna
RL|S1|C7379	output/vamb_depth/bins/1364.fna
RL|S1|C2240	output/vamb_depth/bins/1364.fna
RL|S1|C14614	output/vamb_depth/bins/1364.fna
RL|S1|C290	output/vamb_depth/bins/1364.fna
RL|S1|C3964	output/vamb_depth/bins/1364.fna
RL|S1|C11647	output/vamb_depth/bins/1364.fna
RL|S1|C2736	output/vamb_depth/bins/1364.fna
RL|S1|C15775	output/vamb_depth/bins/1364.fna
RL|S1|C729	output/vamb_depth/bins/1364.fna
RL|S1|C5232	output/vamb_depth/bins/1364.fna
RL|S1|C8346	output/vamb_depth/bins/1364.fna
RL|S1|C13808	output/vamb_depth/bins/1364.fna
RL|S1|C13888	output/vamb_depth/bins/1364.fna
RL|S1|C7715	output/vamb_depth/bins/1364.fna
RL|S1|C16787	output/vamb_depth/bins/1364.fna
RL|S1|C19284	output/vamb_depth/bins/1364.fna
RL|S1|C10666	output/vamb_depth/bins/1364.fna
RL|S1|C7058	output/vamb_depth/bins/1364.fna
RL|S1|C15923	output/vamb_depth/bins/1364.fna
RL|S1|C18111	output/vamb_depth/bins/1364.fna
RL|S1|C11164	output/vamb_depth/bins/13643.fna
RL|S1|C9613	output/vamb_depth/bins/13672.fna
RL|S1|C15003	output/vamb_depth/bins/13894.fna
RL|S1|C18120	output/vamb_depth/bins/1392.fna
RL|S1|C6008	output/vamb_depth/bins/1392.fna
RL|S1|C10902	output/vamb_depth/bins/1392.fna
RL|S1|C15943	output/vamb_depth/bins/1392.fna
RL|S1|C395	output/vamb_depth/bins/1392.fna
RL|S1|C16353	output/vamb_depth/bins/1392.fna
RL|S1|C7618	output/vamb_depth/bins/1392.fna
RL|S1|C6881	output/vamb_depth/bins/1392.fna
RL|S1|C16768	output/vamb_depth/bins/1392.fna
RL|S1|C2944	output/vamb_depth/bins/1392.fna
RL|S1|C7756	output/vamb_depth/bins/1392.fna
RL|S1|C8759	output/vamb_depth/bins/1392.fna
RL|S1|C15712	output/vamb_depth/bins/1392.fna
RL|S1|C758	output/vamb_depth/bins/1392.fna
RL|S1|C18931	output/vamb_depth/bins/1392.fna
RL|S1|C4889	output/vamb_depth/bins/1392.fna
RL|S1|C8407	output/vamb_depth/bins/1392.fna
RL|S1|C11228	output/vamb_depth/bins/1392.fna
RL|S1|C14616	output/vamb_depth/bins/1392.fna
RL|S1|C18224	output/vamb_depth/bins/1392.fna
RL|S1|C2974	output/vamb_depth/bins/1392.fna
RL|S1|C16306	output/vamb_depth/bins/1392.fna
RL|S1|C10999	output/vamb_depth/bins/1392.fna
RL|S1|C113	output/vamb_depth/bins/1392.fna
RL|S1|C458	output/vamb_depth/bins/1392.fna
RL|S1|C8221	output/vamb_depth/bins/1392.fna
RL|S1|C8876	output/vamb_depth/bins/1392.fna
RL|S1|C4085	output/vamb_depth/bins/1392.fna
RL|S1|C19317	output/vamb_depth/bins/1392.fna
